cpu_usage,memory_usage,disk_usage,network_latency,application_state
77,2,51,14,good
84,29,22,7,good
29,20,20,12,good
84,98,5,4,good
48,5,19,16,good
8,91,75,19,good
16,31,39,10,good
68,41,8,16,good
57,100,49,5,good
56,61,27,16,good
61,88,10,1,good
94,31,95,5,good
51,98,74,13,good
60,85,87,13,good
39,87,55,3,good
37,38,78,17,good
42,63,34,19,good
62,29,80,5,good
18,62,24,5,good
99,95,98,15,good
49,30,18,10,good
32,86,30,12,good
12,39,80,11,good
77,32,49,1,good
96,62,86,3,good
61,24,62,4,good
92,35,46,19,good
42,23,0,20,good
48,94,57,3,good
35,57,9,18,good
9,38,7,3,good
94,45,25,7,good
5,76,33,1,good
56,9,18,19,good
0,86,77,18,good
70,81,71,2,good
57,31,0,12,good
90,96,47,17,good
20,35,24,3,good
91,27,23,12,good
79,15,46,12,good
55,15,83,6,good
86,17,93,10,good
19,7,68,6,good
53,79,66,14,good
24,74,31,2,good
27,69,16,11,good
4,0,60,15,good
20,61,68,8,good
17,75,10,13,good
46,37,37,19,good
69,91,67,10,good
56,44,18,9,good
92,57,86,18,good
18,80,16,7,good
96,0,12,3,good
64,31,90,12,good
2,7,0,15,good
41,39,1,13,good
20,55,81,6,good
98,62,99,8,good
39,87,96,14,good
66,73,99,3,good
24,73,65,16,good
54,35,67,18,good
83,88,15,17,good
51,56,3,18,good
43,73,56,10,good
97,82,72,17,good
84,44,84,16,good
55,78,22,2,good
54,79,1,20,good
86,1,66,4,good
69,92,86,11,good
76,67,25,7,good
86,49,6,17,good
72,28,99,19,good
80,94,43,6,good
65,80,32,10,good
18,9,63,4,good
82,26,35,1,good
6,14,3,7,good
62,59,22,16,good
41,30,24,17,good
41,20,89,5,good
58,59,91,10,good
19,57,91,7,good
72,40,84,13,good
16,45,73,7,good
26,44,26,15,good
46,25,50,17,good
1,50,78,3,good
62,35,80,5,good
61,51,98,10,good
99,80,68,5,good
18,50,79,7,good
16,2,22,7,good
68,13,8,14,good
38,48,32,15,good
81,76,34,5,good
70,90,49,5,good
80,0,23,4,good
38,56,87,20,good
35,16,23,9,good
39,49,18,12,good
44,97,38,16,good
3,13,60,8,good
24,58,24,9,good
68,80,94,12,good
29,2,24,20,good
75,97,26,7,good
67,39,31,4,good
87,88,10,3,good
28,65,68,1,good
72,33,32,7,good
67,89,18,9,good
50,94,15,2,good
23,8,98,7,good
13,93,10,10,good
68,83,74,2,good
17,20,73,13,good
41,92,97,3,good
56,24,68,13,good
82,43,86,10,good
11,24,54,12,good
81,8,24,3,good
16,61,92,20,good
29,25,76,6,good
87,56,95,3,good
74,36,33,2,good
98,15,11,14,good
22,36,87,15,good
80,75,20,18,good
0,23,28,19,good
78,25,50,10,good
31,19,22,20,good
8,8,32,17,good
14,86,7,17,good
27,28,41,19,good
23,30,76,4,good
59,18,68,11,good
34,19,40,17,good
85,86,73,10,good
26,26,62,17,good
82,93,13,12,good
75,84,87,10,good
19,43,61,10,good
64,34,74,6,good
84,70,45,17,good
48,21,66,19,good
0,73,92,2,good
9,86,52,4,good
46,14,51,18,good
58,93,93,4,good
95,97,100,6,good
61,12,6,14,good
85,3,80,7,good
17,81,83,12,good
45,55,53,2,good
31,22,10,18,good
26,96,24,13,good
91,97,58,13,good
17,33,87,5,good
38,99,65,7,good
48,98,26,12,good
92,16,82,14,good
81,27,57,1,good
43,13,92,10,good
71,33,100,9,good
53,74,10,10,good
94,56,54,7,good
33,76,18,16,good
70,96,91,12,good
35,54,38,12,good
17,65,84,19,good
37,97,89,13,good
58,92,85,18,good
8,36,69,3,good
72,67,10,7,good
71,75,13,1,good
50,25,59,3,good
34,60,35,14,good
81,91,40,4,good
4,66,1,19,good
13,83,56,6,good
91,73,59,20,good
29,51,19,9,good
3,17,21,11,good
38,52,3,15,good
83,62,55,9,good
63,52,92,11,good
24,26,57,10,good
27,30,87,2,good
75,90,64,14,good
65,0,87,4,good
77,5,57,2,good
21,10,29,5,good
30,33,75,14,good
22,83,18,15,good
47,62,100,19,good
19,52,61,6,good
37,84,67,15,good
54,84,78,14,good
67,17,83,8,good
78,20,43,20,good
87,18,83,12,good
88,3,60,4,good
0,76,20,6,good
6,81,9,11,good
56,28,29,7,good
94,24,23,4,bad
11,55,47,15,good
4,76,54,1,good
49,62,51,9,good
41,26,37,20,good
11,59,66,8,good
17,82,92,12,good
65,48,7,7,good
73,64,28,18,good
78,37,9,1,good
93,82,68,9,good
16,51,74,7,good
67,0,67,14,good
70,39,48,1,good
61,80,57,13,good
40,20,34,20,good
94,85,49,15,good
33,14,39,5,good
69,49,11,5,good
44,47,84,14,good
57,31,15,14,good
50,48,77,14,good
33,67,84,5,good
43,44,47,11,good
14,31,90,19,good
77,3,99,5,good
69,64,0,4,good
49,96,64,15,good
100,70,21,7,good
31,72,14,5,good
66,64,83,15,good
2,79,66,14,good
85,17,13,3,good
85,53,72,5,good
73,46,18,12,good
50,5,39,20,good
66,65,97,14,good
75,8,3,5,good
92,67,32,4,good
47,22,42,16,good
16,42,36,7,good
6,50,65,3,good
12,71,26,4,good
65,24,44,20,good
3,79,80,6,good
9,34,49,3,good
87,16,94,1,good
16,17,62,3,good
51,26,5,8,good
5,14,94,16,good
82,80,66,7,good
68,68,66,18,good
95,79,96,9,good
73,14,58,3,good
8,41,12,18,good
90,33,20,16,good
76,47,63,1,good
82,82,36,20,good
20,7,79,16,good
23,9,84,12,good
3,4,47,6,good
23,47,55,9,good
58,25,43,13,good
98,85,12,12,good
2,22,3,13,good
67,61,94,18,good
100,12,72,19,bad
39,8,32,19,good
47,19,36,19,good
53,91,52,6,good
34,56,100,16,good
94,100,23,7,good
55,23,88,7,good
88,32,50,19,good
39,19,40,16,good
76,59,28,17,good
67,47,58,19,good
45,63,39,16,good
77,29,50,16,good
12,72,49,19,good
26,16,35,15,good
5,99,78,3,good
16,13,59,15,good
35,18,17,16,good
98,70,19,20,good
80,58,4,5,good
1,66,17,19,good
76,96,39,10,good
51,43,0,13,good
65,31,18,15,good
51,10,86,12,good
91,1,25,17,good
42,89,28,15,good
89,67,58,4,good
21,16,62,15,good
54,80,97,17,good
66,91,82,11,good
98,93,61,15,good
59,39,47,20,good
57,86,61,7,good
11,45,17,13,good
87,87,65,13,good
68,92,26,20,good
83,3,5,20,good
38,37,69,2,good
12,62,58,10,good
40,28,5,18,good
56,18,30,20,good
52,90,93,5,good
11,28,55,20,good
12,99,53,19,good
73,34,84,2,good
96,69,40,4,good
56,22,17,16,good
39,45,86,16,good
79,43,22,17,good
44,47,91,15,good
34,51,35,13,good
2,7,24,1,good
4,54,6,5,good
89,65,81,20,good
10,76,19,1,good
70,39,4,12,good
55,84,17,15,good
9,30,32,4,good
33,47,78,19,good
66,99,34,16,good
71,60,64,18,good
30,51,62,17,good
74,37,84,11,good
70,90,71,20,good
65,35,70,13,good
69,86,40,9,good
40,54,49,17,good
62,84,29,17,good
31,12,37,5,good
19,36,34,8,good
56,46,65,3,good
97,89,45,6,good
49,70,7,3,good
79,21,67,8,good
24,38,36,12,good
11,86,84,4,good
70,57,12,2,good
38,29,72,10,good
16,17,44,15,good
44,17,28,13,good
10,73,40,15,good
69,38,55,19,good
22,93,87,18,good
90,25,15,13,good
69,70,11,20,good
37,6,65,20,good
1,68,61,1,good
85,64,18,16,good
83,45,29,8,good
88,17,15,6,good
78,12,87,3,good
92,24,12,20,good
71,7,68,16,good
36,73,22,2,good
48,31,61,2,good
51,16,30,15,good
32,78,52,10,good
21,78,16,1,good
4,47,48,20,good
17,62,48,15,good
37,39,66,1,good
36,83,25,16,good
93,14,12,18,good
94,98,37,5,good
63,5,21,5,good
9,93,84,10,good
78,62,28,12,good
41,7,44,10,good
47,94,45,2,good
43,31,38,1,good
81,44,68,16,good
86,51,77,18,good
96,78,81,7,good
15,81,67,4,good
53,12,96,10,good
34,23,38,10,good
97,39,19,11,good
27,13,76,3,good
1,91,99,14,good
93,74,67,13,good
12,69,34,19,good
40,61,7,10,good
79,88,51,15,good
58,60,39,8,good
68,0,35,17,good
91,88,5,6,good
52,65,85,7,good
44,31,69,14,good
19,12,99,8,good
23,32,72,12,good
60,31,15,18,good
90,55,45,14,good
93,23,58,1,good
57,90,37,4,good
26,3,96,17,good
25,87,17,18,good
6,22,11,19,good
41,28,53,4,good
46,97,90,6,good
52,20,46,8,good
58,29,0,15,good
37,89,14,20,good
68,19,90,1,good
86,15,79,5,good
91,66,20,16,good
97,48,0,6,good
52,100,92,10,good
14,57,66,10,good
95,43,11,5,good
25,24,27,8,good
47,22,38,1,good
94,58,36,5,good
18,0,94,1,good
8,96,59,7,good
63,14,30,15,good
92,80,57,14,good
53,97,96,9,good
50,80,96,8,good
38,51,10,8,good
3,57,28,3,good
2,40,88,20,good
63,43,12,4,good
28,3,50,17,good
10,76,53,6,good
96,67,18,2,good
57,6,57,9,good
74,45,35,14,good
26,8,27,1,good
96,86,67,17,bad
20,32,2,11,good
38,32,100,6,good
94,83,88,1,good
45,3,40,19,good
65,64,34,16,good
90,33,92,18,good
35,90,92,11,good
74,84,75,9,good
81,87,98,6,good
64,78,83,2,good
62,98,80,8,good
98,63,75,16,good
34,24,49,8,good
30,54,99,8,good
27,8,73,14,good
0,16,81,1,good
24,20,29,7,good
42,59,71,2,good
83,12,76,15,good
66,2,94,18,good
62,67,69,4,good
50,3,53,18,good
1,91,70,5,good
81,6,84,16,good
63,25,50,13,good
73,74,27,9,good
68,23,63,5,good
8,9,84,8,good
1,100,20,18,good
33,12,87,3,good
59,43,26,6,good
60,38,26,11,good
30,18,76,14,good
9,50,49,19,good
75,18,28,7,good
35,75,38,10,good
84,51,56,15,good
48,85,91,6,good
69,46,36,20,good
48,100,92,6,good
2,29,63,16,good
73,45,47,9,good
4,75,21,19,good
89,92,99,18,good
60,20,29,5,good
84,74,27,16,good
89,100,22,7,good
25,47,96,19,good
71,61,3,5,good
4,57,2,20,good
14,17,60,11,good
15,58,95,18,good
0,90,3,7,good
15,100,64,18,good
36,47,11,3,good
2,62,12,5,good
51,11,33,13,good
46,86,58,16,good
94,33,92,12,good
12,60,72,7,good
79,86,30,13,good
54,52,70,1,good
20,24,12,15,good
65,61,53,12,good
53,3,1,17,good
26,93,32,20,good
37,93,49,5,good
89,12,6,17,good
57,41,17,15,good
61,48,50,20,good
45,77,7,19,good
88,55,54,1,good
10,46,75,4,good
71,7,42,3,good
7,54,58,8,good
96,87,29,9,good
70,17,58,12,good
63,34,8,5,good
20,88,91,9,good
71,80,67,1,good
62,31,38,11,good
84,23,80,7,good
63,6,10,20,good
19,12,1,14,good
7,90,22,3,good
57,68,62,11,good
45,99,21,17,good
30,89,60,18,good
92,41,25,19,good
8,30,11,18,good
14,73,31,6,good
93,25,8,15,good
25,85,68,7,good
9,75,89,5,good
28,31,70,5,good
79,90,92,7,good
35,96,32,12,good
83,51,23,8,good
36,19,88,18,good
85,39,94,18,good
70,58,92,17,good
22,76,68,11,good
40,13,37,15,good
92,43,10,20,good
79,85,31,6,good
27,81,63,12,good
47,47,71,7,good
37,92,19,8,good
30,42,33,4,good
13,15,41,3,good
96,34,7,3,good
72,52,65,10,good
90,33,20,15,good
87,2,78,13,good
76,67,69,19,good
89,4,4,8,good
28,9,66,18,good
50,51,42,5,good
48,28,15,7,good
42,95,98,5,good
91,30,72,19,good
91,65,34,17,good
71,75,82,19,good
86,90,42,4,good
92,68,97,7,good
4,36,38,6,good
41,26,9,14,good
6,86,73,19,good
41,32,19,20,good
35,67,0,11,good
26,58,5,7,good
57,63,52,3,good
45,84,45,20,good
65,87,65,17,good
24,43,37,11,good
72,94,32,15,good
26,87,66,7,good
0,48,99,15,good
86,52,76,17,good
73,73,34,11,good
41,48,78,12,good
51,65,44,13,good
24,94,21,11,good
53,62,67,11,good
66,24,16,9,good
5,3,4,11,good
57,50,84,4,good
69,10,56,2,good
52,16,87,4,good
65,65,94,14,good
57,69,39,5,good
81,72,29,17,good
86,68,41,12,good
1,83,6,6,good
75,28,70,12,good
21,84,90,15,good
36,72,87,19,good
19,91,18,10,good
23,71,40,2,good
83,94,33,12,good
64,19,21,12,good
64,26,51,7,good
80,7,90,1,good
0,84,5,18,good
93,60,73,3,good
2,27,94,20,good
45,86,24,5,good
54,69,65,20,good
74,2,9,15,good
87,68,73,10,good
85,72,25,19,good
63,6,4,1,good
44,59,85,7,good
25,3,67,18,good
76,4,97,2,good
64,10,70,19,good
23,14,49,10,good
73,63,16,15,good
34,97,10,10,good
23,12,52,10,good
27,6,49,12,good
99,5,7,8,good
79,55,91,14,good
15,63,96,2,good
58,49,61,17,good
80,29,88,6,good
53,21,84,8,good
78,24,75,1,good
15,27,89,3,good
14,83,28,15,good
97,38,98,17,good
10,66,100,7,good
64,4,43,14,good
78,64,44,3,good
89,14,28,18,good
67,89,87,5,good
42,66,58,20,good
68,39,14,15,good
98,97,69,6,good
12,68,95,3,good
9,94,43,18,good
74,76,97,20,good
81,42,35,3,good
97,0,83,8,good
40,21,56,19,good
49,61,63,18,good
86,78,75,15,good
70,25,98,14,good
58,17,37,16,good
38,47,16,3,good
2,8,26,15,good
75,0,16,19,good
6,8,62,8,good
48,22,10,2,good
25,44,63,17,good
32,1,38,12,good
100,13,1,19,good
47,37,65,11,good
78,39,53,18,good
1,62,28,13,good
70,81,44,14,good
31,15,87,12,good
3,92,87,15,good
19,74,79,8,good
35,5,30,2,good
31,2,48,8,good
27,13,8,5,good
76,65,26,2,good
0,95,55,10,good
59,94,77,10,good
55,74,44,4,good
34,85,88,4,good
29,66,42,8,good
53,30,21,6,good
35,32,98,15,good
54,87,32,18,good
88,0,26,8,good
79,43,39,20,good
57,14,25,7,good
82,36,82,20,good
64,26,44,17,good
68,47,44,19,good
50,26,25,2,good
21,11,69,12,good
87,66,66,19,good
100,29,5,5,good
52,95,27,12,good
99,86,66,17,bad
35,65,12,5,good
67,6,62,2,good
35,33,12,4,good
51,31,76,6,good
52,38,0,9,good
81,95,39,10,good
49,42,36,11,good
79,42,30,2,good
40,77,16,9,good
17,2,8,20,good
21,45,63,17,good
65,31,56,9,good
20,42,12,8,good
99,99,36,5,good
43,80,13,5,good
46,2,74,6,good
38,73,24,16,good
28,62,94,1,good
53,39,77,9,good
89,17,56,7,good
84,66,70,11,good
16,61,87,15,good
79,9,99,5,good
59,51,41,19,good
30,72,41,6,good
72,45,46,14,good
94,54,43,20,good
77,45,40,14,good
48,74,2,11,good
100,59,89,4,good
1,96,89,10,good
47,99,0,2,good
13,25,78,4,good
58,26,10,20,good
96,37,100,10,good
98,21,6,1,good
57,25,11,14,good
57,85,37,18,good
50,68,53,12,good
83,34,66,19,good
1,65,52,12,good
40,98,89,5,good
82,72,93,4,good
100,50,31,13,good
81,17,99,18,good
15,42,44,12,good
3,11,50,16,good
11,2,36,6,good
28,81,58,7,good
6,6,53,9,good
13,96,17,10,good
11,5,0,5,good
98,81,20,4,good
4,44,27,11,good
80,85,15,19,good
31,38,47,7,good
73,50,27,13,good
42,8,21,13,good
80,98,82,18,good
68,22,0,9,good
44,11,94,13,good
8,87,41,13,good
48,61,97,5,good
32,72,69,12,good
99,76,91,1,bad
99,39,2,18,good
17,53,94,17,good
8,80,79,10,good
61,6,80,9,good
56,16,43,20,good
28,49,26,8,good
77,23,50,15,good
24,1,23,13,good
14,98,19,17,good
5,91,31,9,good
41,82,98,11,good
28,32,12,4,good
78,20,42,7,good
92,73,19,20,good
3,52,1,3,good
81,45,67,10,good
56,44,90,3,good
48,8,59,1,good
43,5,88,14,good
79,50,3,13,good
74,34,95,5,good
13,81,16,8,good
2,52,0,12,good
61,18,32,6,good
63,68,29,2,good
44,24,4,4,good
81,10,11,5,good
57,73,31,11,good
19,16,37,13,good
57,35,16,8,good
88,89,57,5,good
56,94,39,6,good
76,95,95,15,good
67,20,23,16,good
77,17,11,11,good
96,59,94,7,good
91,17,18,6,good
51,0,28,12,good
36,13,84,4,good
7,7,89,14,good
43,65,51,11,good
97,50,91,12,good
4,78,16,2,good
68,59,72,11,good
30,33,20,13,good
44,35,59,11,good
8,61,97,9,good
31,0,74,16,good
32,84,19,5,good
66,41,52,12,good
29,0,79,3,good
75,95,62,16,good
28,83,56,19,good
2,53,28,17,good
89,46,0,11,good
56,99,81,19,good
29,38,58,18,good
8,29,63,9,good
25,6,85,13,good
1,21,71,6,good
61,49,70,3,good
2,44,88,12,good
45,73,93,9,good
67,71,97,9,good
24,90,43,15,good
50,9,47,1,good
12,13,74,18,good
43,45,14,15,good
34,74,34,8,good
54,5,22,11,good
86,20,52,17,good
8,61,44,14,good
1,96,84,19,good
60,18,91,5,good
40,87,12,2,good
43,81,33,15,good
63,98,37,19,good
30,61,69,16,good
46,100,67,13,good
1,82,4,7,good
95,52,39,17,good
81,23,69,19,good
76,55,20,7,good
68,61,27,12,good
57,33,2,13,good
43,21,22,13,good
73,67,71,14,good
55,56,18,15,good
42,9,74,2,good
88,65,49,6,good
33,7,73,9,good
100,96,57,15,good
29,37,91,20,good
70,61,19,16,good
69,27,91,2,good
54,9,92,3,good
66,44,71,20,good
12,64,82,8,good
2,97,52,8,good
25,66,84,7,good
56,8,81,11,good
23,4,8,13,good
52,9,3,8,good
69,11,40,9,good
42,81,24,16,good
59,57,33,5,good
57,20,72,14,good
48,20,8,1,good
41,64,81,19,good
75,2,74,17,good
99,68,12,14,good
65,88,8,13,good
10,63,79,8,good
97,48,3,3,good
89,71,33,1,good
17,16,6,19,good
84,72,14,15,good
99,31,37,8,good
51,69,74,9,good
45,20,95,13,good
43,6,90,12,good
21,6,93,9,good
52,26,51,20,good
58,7,80,11,good
93,72,99,5,good
29,27,82,19,good
7,78,6,18,good
97,65,44,11,good
56,70,58,11,good
72,46,20,6,good
19,81,27,1,good
24,85,2,9,good
18,9,13,7,good
4,32,1,6,good
74,6,28,10,good
78,2,17,5,good
71,13,36,1,good
82,43,44,15,good
86,45,44,5,good
26,60,23,20,good
39,35,45,6,good
95,12,11,5,bad
25,15,52,17,good
26,79,44,18,good
61,4,31,4,good
82,88,17,2,good
49,37,12,8,good
41,49,3,5,good
28,37,22,4,good
38,55,61,14,good
59,62,53,4,good
40,47,73,8,good
32,89,54,3,good
82,58,68,14,good
100,76,39,18,good
82,43,13,12,good
96,89,97,15,good
15,54,27,20,good
22,54,71,20,good
6,0,79,9,good
25,7,94,2,good
95,3,70,1,good
11,84,66,15,good
71,85,28,15,good
4,52,99,8,good
91,57,60,3,good
68,36,67,2,good
48,48,8,4,good
25,66,16,18,good
4,18,48,12,good
21,0,62,18,good
78,28,83,10,good
12,86,77,8,good
27,32,45,18,good
32,51,92,17,good
22,40,12,19,good
96,22,99,6,good
17,4,44,14,good
29,70,52,5,good
25,56,16,8,good
15,5,46,8,good
76,48,61,18,good
38,21,49,9,good
32,76,42,14,good
25,75,67,14,good
47,3,83,20,good
64,71,74,14,good
37,63,85,17,good
1,36,71,2,good
5,30,27,14,good
45,36,44,12,good
49,44,40,16,good
37,89,93,6,good
87,7,96,18,good
17,39,96,7,good
26,96,35,2,good
40,92,90,13,good
71,4,83,8,good
91,27,32,12,good
73,80,24,1,good
16,86,18,9,good
61,8,46,8,good
28,1,84,9,good
57,62,32,5,good
69,95,66,13,good
77,50,13,14,good
21,30,78,4,good
5,6,32,17,good
25,29,41,9,good
38,57,85,20,good
11,2,64,15,good
98,50,94,20,good
13,55,46,4,good
21,72,34,2,good
50,9,83,13,good
22,60,31,4,good
47,49,54,18,good
70,46,53,16,good
49,89,75,10,good
88,0,50,2,good
12,93,79,14,good
84,56,58,2,good
9,37,71,18,good
54,61,13,1,good
8,78,17,13,good
78,88,54,6,good
51,69,93,17,good
1,81,96,17,good
24,64,97,11,good
12,61,55,6,good
97,55,48,20,good
50,66,97,3,good
57,16,59,14,good
33,7,52,6,good
34,59,70,17,good
2,39,5,3,good
58,80,69,17,good
69,88,85,19,good
47,61,7,18,good
63,40,100,5,good
18,11,14,15,good
66,92,25,3,good
81,88,38,8,good
72,99,2,7,good
75,53,56,18,good
4,88,9,10,good
66,92,2,10,good
10,10,93,19,good
93,59,45,1,good
67,67,21,2,good
68,77,66,1,good
0,45,64,9,good
90,37,96,15,good
91,60,18,18,good
62,16,99,18,good
28,65,61,7,good
81,71,97,14,good
11,35,56,18,good
76,73,94,20,good
40,6,87,19,good
1,99,75,5,good
36,15,12,9,good
44,13,15,18,good
79,79,15,13,good
47,24,51,5,good
23,3,83,20,good
98,28,40,15,good
21,55,47,19,good
99,5,90,20,good
10,0,38,11,good
57,38,12,9,good
45,0,3,16,good
28,62,95,11,good
34,56,97,2,good
14,66,42,8,good
59,64,80,5,good
94,64,87,11,good
41,20,92,11,good
42,29,45,9,good
79,95,91,11,good
73,32,46,5,good
48,47,85,9,good
63,21,91,1,good
31,93,52,10,good
63,53,24,8,good
1,3,40,19,good
23,86,2,16,good
86,54,76,13,good
65,43,94,5,good
37,88,12,18,good
30,11,17,9,good
25,80,36,4,good
28,78,42,14,good
66,73,33,7,good
77,98,80,12,good
24,51,54,7,good
47,92,51,11,good
64,75,84,15,good
52,64,35,7,good
66,64,53,20,good
89,9,58,17,good
17,17,51,5,good
8,46,18,8,good
37,65,11,10,good
86,48,91,6,good
20,71,10,2,good
64,21,47,5,good
20,85,100,10,good
26,25,91,3,good
69,89,98,13,good
43,8,78,16,good
99,20,15,15,good
27,94,70,2,good
44,62,46,3,good
16,5,66,20,good
39,13,30,18,good
2,32,75,20,good
75,70,7,20,good
75,23,88,15,good
65,72,60,5,good
45,74,43,11,good
85,86,49,3,good
86,50,34,9,good
29,1,75,7,good
68,14,60,2,good
8,34,84,15,good
84,35,89,12,good
10,91,54,16,good
68,38,65,16,good
98,3,13,16,good
90,63,3,19,good
65,73,16,3,good
87,5,68,20,good
30,56,23,4,good
32,29,48,1,good
38,98,54,8,good
93,73,70,15,good
45,95,22,5,good
36,66,80,20,good
91,89,11,12,good
59,14,10,20,good
30,16,74,20,good
10,90,97,4,good
86,17,100,15,good
1,18,28,6,good
26,75,61,5,good
98,87,52,11,good
1,68,47,14,good
100,23,99,11,good
20,90,90,9,good
57,47,85,10,good
4,29,65,6,good
51,14,99,11,good
44,46,47,9,good
84,43,93,5,good
92,97,58,10,good
19,26,70,20,good
60,83,56,14,good
37,63,75,6,good
19,40,2,4,good
24,95,80,10,good
1,67,31,11,good
31,4,7,16,good
25,52,86,7,good
69,7,29,18,good
40,21,14,7,good
66,6,73,15,good
96,21,54,19,good
0,45,37,18,good
50,29,14,15,good
4,100,29,18,good
12,15,45,3,good
18,78,63,1,good
11,4,25,1,good
47,66,77,7,good
24,22,66,10,good
56,60,35,12,good
34,73,89,8,good
75,4,77,17,good
93,22,30,14,good
4,78,77,17,good
97,81,39,6,good
21,24,73,20,good
76,7,72,17,good
56,94,45,20,good
46,20,41,8,good
53,1,17,13,good
2,21,99,16,good
52,71,35,12,good
83,86,75,17,good
30,95,49,18,good
68,71,60,8,good
87,67,39,18,good
32,63,2,11,good
71,93,81,13,good
87,18,6,12,good
49,86,30,15,good
83,81,64,3,good
15,52,94,3,good
75,92,63,6,good
76,86,76,3,good
38,96,92,9,good
88,51,2,11,good
45,46,92,8,good
95,81,34,4,good
87,53,14,20,good
46,43,20,15,good
43,96,61,5,good
8,6,82,7,good
86,91,27,8,good
49,0,3,7,good
76,62,12,8,good
59,97,78,4,good
95,38,50,1,good
14,18,47,5,good
35,30,38,11,good
62,76,95,4,good
68,23,66,2,good
85,68,93,17,good
79,86,57,12,good
40,82,83,2,good
73,64,1,9,good
23,32,24,6,good
81,58,10,6,good
48,32,0,18,good
17,31,47,3,good
6,58,47,15,good
3,91,9,7,good
89,100,80,13,good
68,40,29,10,good
59,11,34,4,good
54,72,18,16,good
15,10,52,9,good
98,96,33,10,good
89,18,31,19,good
81,53,75,17,good
28,56,80,1,good
22,41,5,13,good
13,97,12,4,good
78,70,85,15,good
48,30,74,10,good
32,51,63,20,good
24,1,6,9,good
20,82,44,8,good
16,37,44,20,good
22,31,84,6,good
56,9,64,10,good
80,7,93,20,good
57,89,18,17,good
13,93,46,5,good
92,74,45,14,good
19,19,28,17,good
29,19,98,11,good
18,8,83,4,good
52,71,99,17,good
55,14,60,2,good
76,97,64,1,good
81,87,22,18,good
22,96,94,7,good
61,62,50,6,good
32,90,62,6,good
17,20,98,14,good
72,4,21,12,good
32,34,70,14,good
31,84,32,14,good
60,67,99,12,good
53,47,43,9,good
16,79,6,9,good
18,94,90,2,good
90,89,1,18,good
69,61,16,5,good
98,34,64,12,good
100,69,57,14,good
33,96,29,13,good
83,20,85,3,good
24,79,91,15,good
67,38,96,15,good
73,33,25,3,good
73,14,34,20,good
87,5,62,19,good
84,65,74,15,good
10,87,70,19,good
90,55,27,8,good
15,48,24,13,good
89,91,60,10,good
60,0,30,2,good
93,64,53,11,good
79,27,66,19,good
6,99,96,9,good
15,19,50,9,good
98,47,57,6,good
15,71,33,10,good
39,64,58,8,good
11,89,20,15,good
34,50,55,6,good
20,42,36,7,good
49,48,63,20,good
42,24,18,17,good
99,73,100,4,good
16,75,84,8,good
31,40,77,13,good
40,70,73,14,good
5,63,52,18,good
87,60,70,17,good
26,11,92,18,good
19,80,62,14,good
24,68,61,11,good
65,13,71,10,good
8,33,76,13,good
91,47,18,20,good
52,60,74,16,good
60,80,1,14,good
37,34,5,3,good
2,64,28,18,good
83,58,40,6,good
69,35,50,20,good
96,78,4,3,bad
54,18,40,19,good
0,41,61,3,good
100,68,29,12,good
69,18,61,8,good
44,38,99,5,good
97,68,26,17,good
46,51,49,10,good
78,11,81,17,good
25,82,51,9,good
13,46,48,13,good
53,75,61,10,good
70,35,99,8,good
45,62,59,7,good
30,75,79,2,good
87,81,53,2,good
58,50,4,4,good
94,42,8,9,good
28,33,33,14,good
95,96,97,11,good
16,48,35,7,good
13,17,94,19,good
35,60,19,4,good
57,56,80,2,good
23,92,83,19,good
62,4,91,18,good
90,88,84,7,good
24,23,82,11,good
58,92,62,10,good
31,63,66,11,good
81,58,29,9,good
17,37,68,3,good
36,32,69,5,good
25,9,2,1,good
8,36,48,1,good
98,96,41,20,good
63,86,23,5,good
71,10,43,19,good
19,23,0,6,good
53,87,53,3,good
85,70,51,13,good
82,20,35,17,good
29,19,78,3,good
52,9,37,3,good
91,88,43,13,good
98,46,81,2,good
62,99,86,3,good
10,46,46,20,good
30,14,28,16,good
48,43,50,12,good
99,61,40,9,good
93,5,85,16,good
86,100,63,4,good
18,65,87,20,good
11,75,47,18,good
14,3,76,1,good
30,22,96,7,good
42,12,21,20,good
100,80,98,12,good
36,30,16,8,good
78,15,85,8,good
28,40,4,9,good
25,89,60,14,good
1,91,88,20,good
83,0,5,5,good
14,11,52,20,good
3,100,80,2,good
85,55,94,10,good
49,49,16,9,good
37,19,58,7,good
22,65,96,18,good
58,35,38,12,good
89,78,53,11,good
74,37,47,10,good
27,21,36,13,good
65,60,47,9,good
7,49,67,16,good
28,95,77,17,good
10,58,76,5,good
100,19,26,6,good
17,35,87,10,good
54,96,26,11,good
49,14,71,2,good
13,61,62,7,good
73,2,51,14,good
98,92,46,4,good
8,90,20,5,good
98,4,56,19,good
10,55,74,20,good
62,30,94,10,good
75,85,90,6,good
66,34,41,2,good
52,70,47,3,good
38,69,26,15,good
77,25,71,10,good
55,0,32,17,good
27,82,75,7,good
74,6,34,2,good
38,35,97,7,good
24,75,15,15,good
20,83,35,3,good
9,86,65,5,good
42,24,75,8,good
14,93,90,4,good
82,58,55,18,good
47,60,16,19,good
85,28,19,8,good
20,94,84,6,good
59,17,93,5,good
95,40,83,5,good
49,18,7,17,good
22,3,17,6,good
12,64,17,13,good
68,40,17,9,good
3,14,1,12,good
91,53,75,10,good
77,63,95,1,good
71,71,71,11,good
8,14,50,6,good
34,78,9,3,good
100,49,74,6,good
